"","lfdn","external_lfdn","tester","dispcode","lastpage","quality","duration","c_0001","p_0001","v_113","v_114","meduse_1","meduse_2","meduse_3","medtime_1","medtime_2","medtime_3","medcondsoz_1","medcondsoz_2","medcondsoz_3","medcondsoz_4","medcondsoz_5","medcondsoz_6","medcondsoz_7","medcondsoz_8","medcondsoz_9","medcondsoz_10","v_48","medcondsoz_11","med_act","finan1","finan2","finan3","trust1","trust2","trust3","trust4","trust5","tsec1","tsec2","tsec3","tfree1","tfree2","tfree3","ssec1","ssec2","ssec3","sfree1","sfree2","sfree3","att","man_finance","man_finance_ctrl","man_eff","man_eff_ctrl","man_acc1","man_acc2","narrative_1","narrative_2","narrative_3","narrative_4","narrative_5","narrative_6","narrative_7","narrative_8","man_check1","man_check2","v_126","v_127","heiz1","heiz2","heiz3","heiz4","heiz5","heiz6","heiz7","heiz8","heiz9","heiz10","v_109","pol","v_7","SES","gender","age","browser","referer","device_type","participant_browser","participant_browser_version","participant_os","participant_device","participant_brand","participant_model","participant_isbot","participant_continent","participant_country","participant_region","participant_city","participant_latitude","participant_longitude","quota","quota_assignment","quota_rejected_id","page_history","hflip","vflip","output_mode","javascript","flash","session_id","language","cleaned","ats","datetime","date_of_last_access","date_of_first_mail","rts7164300","rts7164302","rts7164304","rts7164305","rts7164306","rts7164307","rts7164308","rts7164309","rts7164310","rts7164312","rts7164313","rts7164314","rts7164315","rts7164316","rts7164317","rts7164318","rts7164319","rts7164320","rts7164321","rts7164322","rnd_pg_7164311_1","rnd_pg_7164311_2","rnd_pg_7164311_3","rnd_pg_7164311_4","rnd_pg_7164311_5","rnd_pg_7164311_6","rnd_pg_7164311_7","rnd_pg_7164311_8"
"253",290,0,0,31,7101365,NA,295,1,289762377284848,0,1,8,7,9,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,4,4,4,4,4,4,4,4,5,5,5,4,4,4,4,4,4,4,4,3,4,NA,4,NA,3,3,3,3,3,3,2,3,3,3,3,3,NA,NA,0,0,0,0,0,0,1,0,0,0,NA,1,NA,5,1,60,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36",NA,0,0,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,0,"7101447,7115252,7112144,7111982,7112405,7112407,7113504,7112415,7113506,7119467,7113511,7113513,7113507,7113514,7113508,7113515,7113510,7113516,7113517,7113518,7101522,7101365",1,0,0,NA,NA,"d57644e9584b1e8065095c46812de0a5",1,0,1728932856,"2024-10-14 19:07:36","2024-10-14 19:12:31","0000-00-00 00:00:00",23,295,97,79,141,172,204,190,217,236,246,253,223,231,242,250,257,262,271,0,7113511,7113513,7113507,7113514,7113508,7113515,7113510,7113516
"254",291,0,0,31,7101365,NA,1082,3,289768834891834,0,1,8,8,2,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,6,3,3,5,5,5,6,4,6,5,4,4,5,5,4,4,4,NA,NA,3,NA,5,3,3,4,4,3,4,3,3,4,4,NA,NA,3,3,0,0,0,0,0,1,0,0,0,0,NA,2,NA,2,1,56,"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:131.0) Gecko/20100101 Firefox/131.0","https://deref-web.de/",0,0,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,0,"7101447,7115252,7112144,7111982,7112405,7112407,7113504,7112415,7113506,7119467,7113513,7113511,7113508,7113507,7113516,7113510,7113515,7113514,7113517,7113518,7101522,7101365",1,1,0,NA,NA,"0e83036163bcc8057363ae9c0dc0ec16",1,0,1728932987,"2024-10-14 19:09:47","2024-10-14 19:27:49","0000-00-00 00:00:00",64,1082,361,272,519,527,652,574,655,801,763,863,733,698,976,902,833,1000,1008,0,7113513,7113511,7113508,7113507,7113516,7113510,7113515,7113514
"255",292,0,0,31,7101365,NA,941,2,289768835132560,0,1,1,9,9,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,6,6,5,4,1,3,4,4,5,4,5,4,4,4,4,2,3,3,3,2,2,NA,4,NA,3,3,5,5,5,4,3,5,4,5,3,3,NA,NA,0,0,0,0,0,1,0,0,0,0,NA,3,NA,6,1,74,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36 Edg/129.0.0.0",NA,0,0,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,0,"7101447,7115252,7112144,7111982,7112405,7112407,7112407,7113504,7112415,7112415,7113506,7113506,7119467,7113511,7113508,7113513,7113507,7113510,7113515,7113508,7113514,7113516,7113515,7113517,7113517,7113518,7113518,7101522,7101522,7101365",1,1,0,NA,NA,"1dabf23022de74be43d45a7f9d023b91",1,0,1728933376,"2024-10-14 19:16:16","2024-10-14 19:31:57","0000-00-00 00:00:00",9,941,239,107,298,320,464,405,478,616,696,657,538,584,739,817,776,844,860,0,7113511,7113513,7113507,7113510,7113508,7113514,7113516,7113515
"256",293,0,0,31,7101365,NA,2378,3,289768832444620,0,1,2,6,9,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,6,5,7,3,1,2,2,1,6,6,4,6,5,6,1,1,7,7,7,7,NA,NA,1,NA,1,1,1,5,1,4,1,5,2,3,1,NA,NA,1,1,0,0,0,1,1,0,0,0,0,0,NA,4,NA,4,2,81,"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:131.0) Gecko/20100101 Firefox/131.0","https://deref-gmx.net/",0,0,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,0,"7101447,7115252,7112144,7111982,7112405,7112407,7113504,7112415,7113506,7119467,7113511,7113510,7113515,7113514,7113508,7113516,7113507,7113513,7113517,7113518,7101522,7101365",1,0,0,NA,NA,"1991ddc35a001d606a7f9fa7bad3fcd4",1,0,1728933557,"2024-10-14 19:19:17","2024-10-14 19:58:55","0000-00-00 00:00:00",9,2378,238,149,358,735,1094,891,1166,2178,1912,1501,1446,2245,1740,1678,2138,2274,2306,0,7113511,7113510,7113515,7113514,7113508,7113516,7113507,7113513
"257",294,0,0,31,7101365,NA,876,3,289768834579659,0,1,1,2,9,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,5,5,5,3,2,4,4,2,5,3,4,3,5,5,3,3,5,4,5,NA,NA,2,NA,5,3,3,4,4,2,2,2,4,4,5,NA,NA,4,4,0,0,0,0,1,0,0,0,0,0,NA,1,NA,6,2,78,"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:131.0) Gecko/20100101 Firefox/131.0","https://deref-gmx.net/",0,0,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,0,"7101447,7115252,7112144,7111982,7112405,7112407,7113504,7112415,7113506,7119467,7113510,7113515,7113513,7113508,7113507,7113514,7113516,7113511,7113517,7113518,7101522,7101365",0,0,0,NA,NA,"3f5ae20f674b87ded970795ed34e1edc",1,0,1728933715,"2024-10-14 19:21:55","2024-10-14 19:36:31","0000-00-00 00:00:00",124,876,291,204,356,368,489,428,502,676,647,538,767,616,710,569,735,796,806,0,7113510,7113515,7113513,7113508,7113507,7113514,7113516,7113511
"258",296,0,0,31,7101365,NA,781,2,289768833434666,0,1,6,9,9,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,5,4,6,6,4,6,7,3,3,3,4,3,2,2,2,2,2,1,1,2,2,NA,7,NA,5,5,1,5,1,5,1,5,1,5,4,4,NA,NA,0,0,0,0,0,1,0,0,0,0,NA,2,NA,5,1,71,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36 Edg/129.0.0.0","https://email.t-online.de/",0,0,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,0,"7101447,7115252,7112144,7111982,7112405,7112407,7113504,7112415,7113506,7119467,7113513,7113514,7113508,7113511,7113516,7113515,7113510,7113507,7113517,7113518,7101522,7101365",0,1,0,NA,NA,"ffd5bd96a1b54a38c5f9c3fc649292b6",1,0,1728933851,"2024-10-14 19:24:11","2024-10-14 19:37:12","0000-00-00 00:00:00",5,781,129,74,182,220,339,287,353,703,480,673,560,401,444,655,607,719,729,0,7113513,7113514,7113508,7113511,7113516,7113515,7113510,7113507
"259",297,0,0,31,7101365,NA,1548,2,289768833144005,0,1,2,1,8,4,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,1,1,7,6,7,7,0,7,7,7,7,7,7,6,7,6,7,6,6,1,5,NA,3,NA,1,1,2,3,3,2,1,1,3,3,1,1,NA,NA,0,0,0,0,1,0,0,0,0,0,NA,7,NA,8,1,67,"Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:109.0) Gecko/20100101 Firefox/115.0","https://deref-gmx.net/",0,0,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,0,"7101447,7115252,7112144,7111982,7112405,7112407,7113504,7112415,7113506,7119467,7113515,7113508,7113510,7113516,7113511,7113507,7113514,7113513,7113517,7113518,7101522,7101365",1,1,0,NA,NA,"978c8fd2256f673c851a497384d4a6b5",1,0,1728933887,"2024-10-14 19:24:47","2024-10-14 19:50:35","0000-00-00 00:00:00",6,1548,1344,41,1360,1364,1474,1448,1477,1508,1488,1492,1503,1520,1513,1484,1496,1528,1532,0,7113515,7113508,7113510,7113516,7113511,7113507,7113514,7113513
"260",298,0,0,31,7101365,NA,416,1,289768832909424,0,1,6,2,5,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6,5,6,7,7,6,6,5,7,6,6,6,6,6,6,5,6,6,6,6,1,3,NA,6,NA,3,3,3,2,3,3,1,4,3,4,3,3,NA,NA,0,0,0,0,0,1,0,0,0,0,NA,1,NA,6,2,56,"Mozilla/5.0 (Windows NT 6.3; Win64; x64; rv:109.0) Gecko/20100101 Firefox/115.0","https://survey.maximiles.com/",0,0,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,0,"7101447,7115252,7112144,7111982,7112405,7112407,7113504,7112415,7113506,7119467,7113511,7113516,7113510,7113508,7113513,7113507,7113514,7113515,7113517,7113518,7101522,7101365",1,1,0,NA,NA,"7bac8d61023d2e89699c206dbe845f55",1,0,1728934517,"2024-10-14 19:35:17","2024-10-14 19:42:13","0000-00-00 00:00:00",4,416,62,35,76,145,230,189,233,338,308,293,259,322,350,361,279,377,384,0,7113511,7113516,7113510,7113508,7113513,7113507,7113514,7113515
"261",299,0,0,31,7101365,NA,692,1,289768832760892,0,1,8,5,6,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,5,5,5,4,3,4,5,3,4,4,5,4,5,2,2,2,2,2,2,2,1,NA,4,NA,4,3,2,4,3,4,2,4,3,3,3,3,NA,NA,0,0,0,0,0,0,0,0,0,1,"Fernwärme",2,NA,5,1,67,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36",NA,0,0,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,0,"7101447,7115252,7112144,7111982,7112405,7112407,7113504,7112415,7113506,7119467,7113511,7113507,7113516,7113508,7113513,7113510,7113515,7113514,7113517,7113518,7101522,7101365",1,1,0,NA,NA,"ec6871772850e4008acc8acc59b077a7",1,0,1728934904,"2024-10-14 19:41:44","2024-10-14 19:53:16","0000-00-00 00:00:00",9,692,145,102,187,197,296,254,311,409,466,589,359,539,616,596,448,634,655,0,7113511,7113507,7113516,7113508,7113513,7113510,7113515,7113514
"262",300,0,0,31,7101365,NA,578,3,289768834893883,0,1,2,1,1,4,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,2,1,2,1,1,5,6,6,7,4,4,4,4,4,4,4,4,NA,NA,1,NA,1,3,3,5,1,3,4,3,1,4,1,NA,NA,1,1,0,0,0,0,0,1,0,0,0,0,NA,7,NA,4,2,55,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36 Edg/128.0.0.0","https://survey.maximiles.com/",0,0,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,0,"7101447,7115252,7112144,7111982,7112405,7112407,7113504,7112415,7113506,7119467,7113515,7113507,7113511,7113513,7113508,7113516,7113514,7113510,7113517,7113518,7101522,7101365",1,0,0,NA,NA,"de33f02f2b0fa9c0d9147f31cf3eb2bb",1,0,1728935063,"2024-10-14 19:44:23","2024-10-14 19:54:01","0000-00-00 00:00:00",3,578,168,139,198,312,368,340,381,441,493,532,452,464,520,414,503,546,553,0,7113515,7113507,7113511,7113513,7113508,7113516,7113514,7113510
"263",302,0,0,31,7101365,NA,243,2,289762377832673,0,1,3,1,9,4,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,1,1,1,1,1,1,1,7,7,7,7,7,7,7,7,7,7,7,7,1,5,NA,2,NA,1,1,3,3,3,2,3,1,2,2,1,2,NA,NA,0,0,0,0,1,0,0,0,0,0,NA,6,NA,3,1,62,"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:131.0) Gecko/20100101 Firefox/131.0","https://deref-1und1-02.de/",0,0,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,0,"7101447,7115252,7112144,7111982,7112405,7112407,7113504,7112415,7113506,7119467,7113511,7113516,7113507,7113515,7113513,7113514,7113510,7113508,7113517,7113518,7101522,7101365",0,0,0,NA,NA,"02b6bafa7d9365578e6460540570724b",1,0,1728935337,"2024-10-14 19:48:57","2024-10-14 19:53:00","0000-00-00 00:00:00",3,243,61,38,81,86,136,107,138,169,203,198,157,187,192,177,162,214,219,0,7113511,7113516,7113507,7113515,7113513,7113514,7113510,7113508
"264",303,0,0,31,7101365,NA,614,3,289768833160396,0,1,1,1,6,4,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,5,6,4,5,3,4,5,4,5,5,5,6,5,5,5,5,4,5,5,NA,NA,1,NA,5,4,3,4,5,3,5,4,4,5,3,NA,NA,4,4,0,0,0,0,0,1,0,0,0,0,NA,2,NA,5,2,71,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.7 Safari/605.1.15",NA,0,0,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,0,"7101447,7115252,7112144,7111982,7112405,7112407,7113504,7112415,7113506,7119467,7113507,7113513,7113516,7113510,7113514,7113508,7113515,7113511,7113517,7113518,7101522,7101365",0,0,0,NA,NA,"c6ffc05fb24bbf73237484dfd87fa235",1,0,1728935700,"2024-10-14 19:55:00","2024-10-14 20:05:14","0000-00-00 00:00:00",4,614,147,91,226,251,352,293,383,413,511,481,540,442,495,520,465,559,569,0,7113507,7113513,7113516,7113510,7113514,7113508,7113515,7113511
"265",304,0,0,31,7101365,NA,541,3,289768833976558,0,1,9,7,9,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,1,2,3,3,3,2,2,2,2,4,4,4,4,4,4,4,4,4,NA,NA,1,NA,4,3,3,5,5,1,1,1,3,3,1,NA,NA,1,1,0,0,0,0,1,0,0,0,0,0,NA,9,NA,3,1,72,"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:131.0) Gecko/20100101 Firefox/131.0",NA,0,0,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,0,"7101447,7115252,7112144,7111982,7112405,7112407,7113504,7112415,7113506,7119467,7113510,7113508,7113507,7113513,7113511,7113516,7113515,7113514,7113517,7113518,7101522,7101365",0,0,0,NA,NA,"6c676e9c76d15d533312a1d3a88a2e66",1,0,1728936323,"2024-10-14 20:05:23","2024-10-14 20:14:24","0000-00-00 00:00:00",5,541,110,66,144,204,255,228,266,341,321,293,405,367,478,448,418,493,500,0,7113510,7113508,7113507,7113513,7113511,7113516,7113515,7113514
"266",305,0,0,31,7101365,NA,670,1,289762377924627,0,1,1,1,9,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,5,5,6,5,2,4,5,4,6,5,5,5,6,5,5,6,5,6,5,2,3,NA,5,NA,3,3,5,5,5,5,5,5,5,5,4,4,NA,NA,0,0,0,0,0,1,0,0,0,0,NA,3,NA,8,1,67,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36",NA,0,0,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,0,"7101447,7115252,7112144,7111982,7112405,7112407,7113504,7112415,7113506,7119467,7113510,7113508,7113514,7113515,7113516,7113511,7113513,7113507,7113517,7113518,7101522,7101365",0,0,0,NA,NA,"f9666e141da3043e26efb3d35d828301",1,0,1728936339,"2024-10-14 20:05:39","2024-10-14 20:16:49","0000-00-00 00:00:00",6,670,131,63,219,224,351,295,354,616,432,406,594,606,494,547,556,628,635,0,7113510,7113508,7113514,7113515,7113516,7113511,7113513,7113507
"267",306,0,0,31,7101365,NA,824,2,289768833254639,1,1,2,2,9,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,6,6,6,6,7,2,6,6,2,6,4,4,4,5,2,2,2,1,1,5,2,2,NA,7,NA,5,4,5,4,2,5,5,5,5,5,3,4,NA,NA,0,0,0,0,0,1,0,0,0,0,NA,8,"tierschutzpartei",7,2,69,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36 Edg/129.0.0.0",NA,0,0,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,0,"7101447,7115252,7112144,7111982,7112405,7112407,7113504,7112415,7113506,7119467,7113510,7113514,7113511,7113516,7113507,7113513,7113515,7113508,7113517,7113518,7101522,7101365",1,1,0,NA,NA,"859c4f7bcb07a44b134651ddb307825b",1,0,1728936562,"2024-10-14 20:09:22","2024-10-14 20:23:06","0000-00-00 00:00:00",10,824,143,91,184,300,419,357,428,631,723,466,565,676,512,703,598,757,772,0,7113510,7113514,7113511,7113516,7113507,7113513,7113515,7113508
"268",307,0,0,31,7101365,NA,3016,2,289762377445432,0,1,2,2,8,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,5,6,6,6,3,6,6,5,2,5,6,2,1,1,1,1,1,1,1,2,1,NA,6,NA,5,5,1,1,1,1,4,1,2,1,5,5,NA,NA,0,0,1,0,0,0,0,0,0,0,NA,9,NA,6,2,77,"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:131.0) Gecko/20100101 Firefox/131.0",NA,0,0,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,0,"7101447,7115252,7112144,7111982,7112405,7112407,7113504,7112415,7113506,7119467,7113515,7113508,7113511,7113510,7113514,7113513,7113507,7113516,7113517,7113518,7101522,7101365",1,0,0,NA,NA,"7ecb1fb432dc6a66e16ffe8e681361ce",1,0,1728936740,"2024-10-14 20:12:20","2024-10-14 21:02:36","0000-00-00 00:00:00",13,3016,806,547,1756,2112,2301,2193,2325,2776,2489,2590,2547,2730,2665,2406,2888,2933,2946,0,7113515,7113508,7113511,7113510,7113514,7113513,7113507,7113516
"269",308,0,0,31,7101365,NA,419,1,289768832558324,0,1,7,2,4,4,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,3,6,4,2,5,3,4,5,6,6,5,5,3,5,5,3,5,6,1,2,NA,5,NA,3,3,4,4,3,4,2,5,4,3,4,4,NA,NA,1,0,0,0,0,0,0,0,0,0,NA,1,NA,5,2,41,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Mobile Safari/537.36",NA,0,0,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,0,"7101447,7115252,7112144,7111982,7112405,7112407,7113504,7112415,7113506,7119467,7113508,7113515,7113507,7113516,7113511,7113513,7113514,7113510,7113517,7113518,7101522,7101365",1,0,0,NA,NA,"3d8c880813eb14366e21eac9e79853d7",1,0,1728937239,"2024-10-14 20:20:39","2024-10-14 20:27:38","0000-00-00 00:00:00",4,419,70,40,93,155,214,188,223,276,251,383,305,314,359,270,299,392,396,0,7113508,7113515,7113507,7113516,7113511,7113513,7113514,7113510
"270",309,0,0,31,7101365,NA,863,1,289768834344057,0,1,7,7,7,4,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,6,5,5,6,5,5,4,5,5,4,6,5,3,4,2,2,3,3,5,5,2,3,NA,5,NA,3,3,5,4,4,4,3,4,3,4,4,3,NA,NA,0,0,0,0,1,0,0,0,0,0,NA,7,NA,8,2,60,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36 Edg/129.0.0.0","https://deref-web.de/",0,0,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,0,"7101447,7115252,7112144,7111982,7112405,7112407,7113504,7112415,7113506,7119467,7113511,7113515,7113508,7113513,7113514,7113516,7113507,7113510,7113517,7113518,7101522,7101365",1,0,0,NA,NA,"5e8909296841c69d6510966837c2329f",1,0,1728937298,"2024-10-14 20:21:38","2024-10-14 20:36:01","0000-00-00 00:00:00",4,863,48,18,82,202,226,214,231,458,350,790,316,379,412,321,443,835,845,0,7113511,7113515,7113508,7113513,7113514,7113516,7113507,7113510
"271",310,0,0,31,7101365,NA,648,1,289768834312298,0,1,1,9,9,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,5,6,2,4,1,2,2,4,4,4,4,4,4,7,6,6,5,5,5,1,5,NA,3,NA,1,1,1,3,3,2,3,2,1,2,2,2,NA,NA,0,0,0,1,0,0,1,0,0,0,NA,10,NA,4,2,72,"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:131.0) Gecko/20100101 Firefox/131.0","https://deref-web.de/",0,0,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,0,"7101447,7115252,7112144,7111982,7112405,7112407,7113504,7112415,7113506,7119467,7113515,7113513,7113516,7113507,7113510,7113514,7113508,7113511,7113517,7113518,7101522,7101365",1,1,0,NA,NA,"daddd98bd741ae7e75776ecf56fa1a02",1,0,1728937540,"2024-10-14 20:25:40","2024-10-14 20:36:28","0000-00-00 00:00:00",9,648,104,54,140,255,354,317,367,446,543,473,554,416,514,382,436,578,604,0,7113515,7113513,7113516,7113507,7113510,7113514,7113508,7113511
"272",311,0,0,31,7101365,NA,561,1,289768833051809,0,1,1,9,8,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,6,6,6,5,1,5,5,4,5,5,6,5,5,3,3,3,2,2,3,1,2,NA,5,NA,5,4,3,5,3,5,3,4,4,5,4,4,NA,NA,0,0,0,0,0,1,0,0,0,0,NA,3,NA,8,1,72,"Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0","https://deref-web.de/",0,0,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,0,"7101447,7115252,7112144,7111982,7112405,7112407,7113504,7112415,7113506,7119467,7113516,7113508,7113510,7113515,7113514,7113507,7113511,7113513,7113517,7113518,7101522,7101522,7101522,7101365",0,0,0,NA,NA,"aa0f27ae980bb4e399f82e5a7071dfdf",1,0,1728937550,"2024-10-14 20:25:50","2024-10-14 20:35:11","0000-00-00 00:00:00",5,561,106,48,151,169,248,211,260,434,309,346,464,489,418,379,289,507,518,0,7113516,7113508,7113510,7113515,7113514,7113507,7113511,7113513
"273",312,0,0,31,7101365,NA,614,1,289768835329243,0,1,4,2,9,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,7,7,7,7,7,2,6,7,2,3,4,2,1,7,3,1,1,3,1,1,1,2,NA,6,NA,4,4,3,5,3,5,1,3,2,5,4,4,NA,NA,0,0,0,0,0,1,0,0,0,0,NA,3,NA,8,2,55,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36",NA,0,0,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,0,"7101447,7115252,7112144,7111982,7112405,7112407,7113504,7112415,7113506,7119467,7113514,7113507,7113511,7113513,7113516,7113508,7113515,7113510,7113517,7113518,7101522,7101365",1,0,0,NA,NA,"f1fba80c4637e285001780b7643dbefc",1,0,1728938087,"2024-10-14 20:34:47","2024-10-14 20:45:01","0000-00-00 00:00:00",11,614,107,71,152,287,369,334,379,453,514,550,474,486,434,536,501,563,569,0,7113514,7113507,7113511,7113513,7113516,7113508,7113515,7113510
"274",313,0,0,31,7101365,NA,571,2,289768835262651,0,1,8,1,1,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,6,6,6,6,2,2,1,1,4,4,4,5,6,6,6,6,6,7,7,7,1,3,NA,1,NA,1,1,5,4,5,5,5,3,5,2,1,1,NA,NA,0,0,0,0,0,1,0,0,0,0,NA,7,NA,6,2,70,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36 OPR/113.0.0.0","https://deref-gmx.net/",0,0,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,0,"7101447,7115252,7112144,7111982,7112405,7112407,7113504,7112415,7113506,7119467,7113507,7113511,7113514,7113510,7113508,7113515,7113513,7113516,7113517,7113518,7101522,7101365",1,0,0,NA,NA,"46a0618221d2749b9c383c652891aa5a",1,0,1728938192,"2024-10-14 20:36:32","2024-10-14 20:46:03","0000-00-00 00:00:00",10,571,108,71,146,196,273,236,278,318,428,410,361,480,391,451,506,520,527,0,7113507,7113511,7113514,7113510,7113508,7113515,7113513,7113516
"275",315,0,0,31,7101365,NA,389,2,289768834453664,0,1,8,1,9,4,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,4,3,3,3,3,3,3,4,5,4,5,4,4,7,7,7,7,7,7,2,5,NA,4,NA,1,1,2,1,1,2,1,2,1,2,1,2,NA,NA,0,0,0,0,0,1,0,0,0,0,NA,9,NA,6,1,48,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36 Edg/129.0.0.0","https://deref-gmx.net/",0,0,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,0,"7101447,7115252,7112144,7111982,7112405,7112407,7113504,7112415,7113506,7119467,7113513,7113511,7113516,7113515,7113510,7113508,7113514,7113507,7113517,7113518,7101522,7101365",0,1,0,NA,NA,"9a5ac3f531937372f9ba8e43eb8d0bea",1,0,1728938571,"2024-10-14 20:42:51","2024-10-14 20:49:20","0000-00-00 00:00:00",6,389,64,37,85,172,218,193,225,357,324,313,258,239,344,295,272,367,373,0,7113513,7113511,7113516,7113515,7113510,7113508,7113514,7113507
